UDISE Code,SchoolName,State,District,Block,Pin Code,School Management,School Category,School Type,Library Availability,Starting Class,Ending Class,Playground Available,ICT Lab,Internet,Desktop,Laptop,Tablet,Printer,Projector
01050100101,MIDDLE SCHOOL HURDAMIR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,0,0,0,0,0
01050100102,PRIMARY SCHOOL GUFKRAL,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
01050100201,MIDDLE SCHOOL MIR MOHALLA DADASARA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,5,0,0,1,0
01050100222,GIRLS HIGH SCHOOL DADASARA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Secondary Only,Girls,Yes,9,10,No,No,N,7,1,1,2,1
09590701205,S,Uttar Pradesh,KUSHINAGAR Block,MOTICHAK,274149,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
01050100251,MODERN PUBLIC SCHOOL DADSARA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,N,5,2,0,2,1
01050100253,MODERN EDUCATIONAL INSTT,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,6,3,0,2,0
01050100301,MIDDLE SCHOOL CHANDRIGAM,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,0,0,1,0
01050100305,IQRA MODEL SCHOOL,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
01050100601,GIRLS MIDDLE SCHOOL AMLAR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,5,0,0,1,0
01050100602,BOYS PRIMARY SCHOOL AMLAR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
01050100621,BOYS HIGH SCHOOL AMLAR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Secondary Only,Co-educational,Yes,9,10,Yes,No,N,0,0,1,0,0
01050100652,AGLOW PUBLIC SCHOOL NOWPORA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,Y,7,0,0,1,1
01050100653,MODERN PUBLIC SCHOOL AMLAR NOWPORA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,No,No,Y,0,0,0,0,0
01050101001,BOYS MIDDLE SCHOOL LARMOOH,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,Y,0,0,0,0,0
01050101401,BOYS PRIMARY SCHOOL HARIPARIGAM,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050101451,ABU,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,3,0,0,0,0
01050101454,AHYMEDIA PUBLIC SCHOOL HPGAM,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
01050101455,PRIMARY SCHOOL DADOO HARIPARIGAM,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050101501,MIDDLE SCHOOL BATIPORA ULLAR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050101901,MIDDLE SCHOOL LALGAM,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,1,0,0,1
01050102201,MIDDLE SCHOOL KHANKAH,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,0,0,0,0
01050102301,MIDDLE SCHOOL GORIKADAL,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050102401,GIRLS MIDDLE SCHOOL MIDOORA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,Y,3,1,0,1,1
01050102402,MIDDLE SCHOOL GUJARBASTI MIDOORA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050102428,GIRLS HIGH SCHOOL MIDOORA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Secondary Only,Co-educational,Yes,9,10,Yes,No,Y,1,1,1,1,0
01050102451,MODERN PUBLIC MISSION SCHOOL,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,1,1,0,1,0
01050102452,J,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,Y,3,2,0,0,0
01050102456,PRIMARY SCHOOL KHANGUND,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050102457,PRIMARY SCHOOL ARABAL TAKIYA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050102501,MIDDLE SCHOOL NANAR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050102502,PRIMARY SCHOOL GANIE MOHALLA NANAR,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050102601,PRIMARY SCHOOL GULAB BAGH,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050102602,MIDDLE SCHOOL TAKIYA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,0,0,0,1,0
01050102751,English Medium Public School,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,1,0,0,0
01050102752,PRIMARY SCHOOL SHAHABAD PAYEEN,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,Y,0,0,0,0,0
01050103325,HIGH SCHOOL KAICHACH KOOT,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,No,1,10,Yes,No,N,0,0,0,0,0
01050103326,GIRLS MIDDLE SCHOOL KAIGAM,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050103330,GIRLS PRIMARY SCHOOL MIRZAPORA,Jammu & Kashmir,PULWAMA Block,AWANTIPORA,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
01050500102,MIDDLE SCHOOL SATOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,3,0,0,0,1
01050500103,PRIMARY SCHOOL CHEKI SATOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050500121,HIGHER SECONDARY SATOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Secondary with Higher Secondary,Co-educational,Yes,9,12,No,No,Y,14,3,0,2,2
01050500151,BUKHARI MEMORIAL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
01050500152,BOYS PRIMARY SCHOOL SATOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050500153,PRIMARY SCHOOL WANTIWAN SATOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050500154,PRIMARY SCHOOL HAKWAN SATOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050500201,HIGH SCHOOL NARGISTAN,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Upper Pr. and Secondary,Co-educational,No,6,10,No,No,Y,0,0,0,0,0
01050500202,PRIMARY SCHOOL GOJAR BASTI NARGISTAN,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050500203,PRIMARY SCHOOL WANTINAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
01050500501,MIDDLE SCHOOL HAJANAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,4,0,0,1,1
01050500502,PRIMARY SCHOOL CHEKI HAJAN,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
01050500503,PRIMARY SCHOOL UPPER HAJANAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050500601,MIDDLE SCHOOL GUTROO,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050500602,PRIMARY SCHOOL BANGIDAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050500603,PRIMARY SCHOOL SHEIKH MOHALLAH GUTROO,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,Y,0,0,0,0,0
01050500604,PRIMARY SCHOOL GOJAR BASTI GUTROO,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050500701,MIDDLE SCHOOL KHANGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,Y,0,0,0,1,1
01050500702,PRIMARY SCHOOL SOFIGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050500751,SHEIKH BAKIR MEMORIAL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,No,1,8,Yes,No,Y,0,1,0,1,0
01050500752,MOHAMMADIA PUBLIC SCHOOL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,4,0,0,1,0
01050500754,GIRLS PRIMARY SCHOOL KHNAGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Girls,No,1,5,Yes,No,Y,0,0,0,0,0
01050500801,MIDDLE SCHOOL GUTANGOO,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,0,0,0,0
01050500901,HIGH SCHOOL JAWHARPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Upper Pr. and Secondary,Co-educational,Yes,6,10,Yes,No,N,2,1,0,0,0
01050500902,PRIMARY SCHOOL SOINAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050500903,MIDDLE SCHOOL ZISBAL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,Y,0,0,0,0,0
01050500904,PRIMARY SCHOOL ZISBAL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050500905,PRIMARY SCHOOL BONPORA JAWHARPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050501001,HIGH SCHOOL ARIPAL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,No,No,Y,4,1,0,1,1
01050501101,MIDDLE SCHOOL DAR GANIE GUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050501301,PRIMARY SCHOOL DHARAMGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
01050501302,PRIMARY SCHOOL YOUNGWANI,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050501303,PRIMARY SCHOOL NAGNARD,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050501401,MIDDLE SCHOOL GADPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,0,1,0,0
01050501402,PRIMARY SCHOOL GADPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050501403,PRIMARY SCHOOL BASANTPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050501501,GIRLS MIDDLE SCHOOL SYEDABAD,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050501504,HIGH SCHOOL SYEDABAD,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Upper Pr. and Secondary,Co-educational,Yes,6,10,No,No,Y,9,1,0,1,1
01050501505,IQRA ISLAMIA ENGLISH MEDIUM,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
01050501506,PRIMARY SCHOOL BEIGH MOHALLAH SYEDABAD,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
01050501601,PRIMARY SCHOOL WAGAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,1,0,0,0,0
01050501701,MIDDLE SCHOOL LURROW JAGIR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,0,0,0,0,0
01050501702,GIRLS PRIMARY SCHOOL LURROW,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,Y,0,0,0,0,0
01050501704,PRIMARY SCHOOL HANDOORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,Y,0,0,0,0,0
01050501801,MIDDLE SCHOOL SEER,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,3,0,0,1,1
01050501802,PRIMARY SCHOOL CHOPAN MOHALLAH SEER,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050501803,PRIMARY SCHOOL GONG,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050502001,MIDDLE SCHOOL LURGAM,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,3,0,0,0,0
01050502004,MIDDLE SCHOOL DOODIKULAN,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,0,0,0,0
01050502051,ISLAMIA ENG,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,Y,12,0,0,1,1
01050502052,HIGHER SECONDARY LURGAM,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Secondary with Higher Secondary,Co-educational,Yes,9,12,Yes,No,N,9,4,0,3,1
01050502101,MIDDLE SCHOOL PANZOO,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,0,0,0,0,0
01050502102,MIDDLE SCHOOL SHOWJAN,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050502201,PRIMARY SCHOOL NADAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
01050502301,BOYS MIDDLE SCHOOL GULSHANPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,Y,1,1,0,1,1
01050502303,MIDDLE SCHOOL NAGBAL GULSHANPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,Y,4,0,0,1,1
01050502304,PRIMARY SCHOOL PATHAR GULSHANPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050502305,PRIMARY SCHOOL UPPER NAGBAL GULSHANPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
01050502401,GIRLS MIDDLE SCHOOL BATAGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050502425,HIGHER SECONDARY SCHOOL BATAGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Up. Pr. Secondary and Higher Sec,Co-educational,Yes,6,12,No,No,Y,7,1,0,2,1
01050502426,PRIMARY SCHOOL SHEIKH MOHALLAH BATAGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
01050502427,G,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,2,0,0,0,0
01050502501,GIRLS MIDDLE SCHOOL DIVER,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050502524,HIGH SCHOOL DIVER,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Upper Pr. and Secondary,Co-educational,Yes,6,10,No,No,Y,0,1,1,1,0
01050502601,BOYS PRIMARY SCHOOL GAMRAJ,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050502602,MIDDLE SCHOOL GAMRAJ,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
01050502701,BOYS PRIMARY SCHOOL KUCHMULLA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Boys,No,1,5,No,No,N,0,0,0,0,0
01050502751,MADRASSA NOORUL HUDDA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,N,0,0,0,0,0
01050502752,ROOP RESHI FIGHBSCHOOL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,No,No,N,0,0,0,0,0
01050502801,BOYS PRIMARY SCHOOL KHASIPORA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050502803,MIDDLE SCHOOL NIHAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,Y,0,0,0,0,0
01050502901,BOYS MIDDLE SCHOOL MONGHAMA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050502902,GIRLS MIDDLE SCHOOL MONGHAMA,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050503001,MIDDLE SCHOOL CHATROGAM,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,N,0,0,0,0,0
01050503005,PRIMARY SCHOOL SIKH CHECK BAJWANI,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050503101,MIDDLE SCHOOL OVERIGUND,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,2,0,0,2,0
01050503102,MIDDLE SCHOOL NAGPATHRI,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
01050503104,PRIMARY SCHOOL WAZULKULNAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050503105,PRIMARY SCHOOL GUNDTAL,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
01050503106,HIGH SCHOOL DOODIMARG,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,No,No,N,0,0,0,0,0
01050503107,PRIMARY SCHOOL ZAJIKHOWAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01050503108,PRIMARY SCHOOL DOODIMARG,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
01050503109,PRIMARY SCHOOL SHEIKH MOHALLAH SHALDRAMAN,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,Y,0,0,0,0,0
01050503110,PRIMARY SCHOOL LOWER WAZULKULNAR,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
01050503111,PRIMARY SCHOOL MUSLIM CHECK DOODIMARG,Jammu & Kashmir,PULWAMA Block,LOORGAM,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
01051100101,HIGH SCHOOL AMIRABAD,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,No,1,10,No,No,N,0,1,1,1,1
01051100152,PRIMARY SCHOOL KAIMPORA AMIRABAD,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
01051100154,TAHIR RAFIQUI MEMORIAL EDUCATIONAL INSTT,Jammu & Kashmir,PULWAMA Block,TRAL,192123,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
01051100201,MIDDLE SCHOOL NAIBUGH,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,3,0,0,1,0
01051100251,LITTLE ONES MODERN SCHOOL,Jammu & Kashmir,PULWAMA Block,TRAL,192123,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,1,1,0,0,0
01051100301,MIDDLE SCHOOL LARIYAR,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
01051100401,BOYS MIDDLE SCHOOL BUCHOO,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,1,1,0,1,1
01051100403,PRIMARY SCHOOL BUCHOO BALA,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
01051100404,BOYS PRIMARY SCHOOL KAMLA,Jammu & Kashmir,PULWAMA Block,TRAL,192123,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
